"","N","P","CROP","response","SE","df","lower.CL","upper.CL","Year","Harvest"
"27",40,"MN","monoA",866.65622928174,284.601153548052,127.621174559981,452.52745288015,1659.77329568321,"2","Summer"
"28",80,"MN","monoA",681.014954942566,182.891446009088,78.2143540395149,398.99587308178,1162.37129306508,"2","Summer"
"29",120,"MN","monoA",535.138788840511,175.734186581958,127.621174559979,279.424492697198,1024.86899826076,"2","Summer"
"30",160,"MN","monoA",420.509884722157,194.978295638727,188.233390855649,168.478550469877,1049.56105660865,"2","Summer"
"31",0,"NY","monoA",3907.10561740986,1811.61171277358,188.233390855649,1565.39411756487,9751.84062850597,"2","Summer"
"32",40,"NY","monoA",3807.54628407393,1250.35963678156,127.621174559983,1988.12320729832,7292.0070977704,"2","Summer"
"33",80,"NY","monoA",3710.52388256714,996.487657208016,78.2143540395169,2173.93734282572,6333.20340161966,"2","Summer"
"34",120,"NY","monoA",3615.97376778902,1187.4491643363,127.621174559982,1888.09296570839,6925.11776098183,"2","Summer"
"35",160,"NY","monoA",3523.83294190017,1633.89927846563,188.233390855651,1411.83471237139,8795.22098279117,"2","Summer"
"36",0,"WI","monoA",3972.37031950209,1841.87306408899,188.233390855651,1591.54262611713,9914.73639484289,"2","Summer"
"37",40,"WI","monoA",4080.44153823064,1339.97567200414,127.621174559983,2130.61639333262,7814.64135007305,"2","Summer"
"38",80,"WI","monoA",4191.45291285706,1125.64457545689,78.2143540395161,2455.70607177105,7154.06359090091,"2","Summer"
"39",120,"WI","monoA",4305.48443245529,1413.87747728745,127.621174559983,2248.12330671425,8245.63134703202,"2","Summer"
"40",160,"WI","monoA",4422.61826226003,2050.63998921156,188.233390855654,1771.93588318287,11038.5212483082,"2","Summer"
"41",0,"KS","monoI",2865.23662856317,1534.05113174986,188.233390855621,996.499560895277,8238.41867008942,"2","Summer"
"42",40,"KS","monoI",2946.75588820871,1117.38615527666,127.621174559978,1391.50725138033,6240.26219213253,"2","Summer"
"43",80,"KS","monoI",3030.59446396063,939.796642242555,78.2143540395157,1634.63191320139,5618.69777018307,"2","Summer"
"44",120,"KS","monoI",3116.81834301294,1181.87246947809,127.621174559982,1471.81358044212,6600.39867043909,"2","Summer"
"45",160,"KS","monoI",3205.49538997073,1716.22607486069,188.233390855651,1114.83803428534,9216.76511480811,"2","Summer"
"46",0,"MN","monoI",4540.37417910389,2105.23999587433,188.233390855649,1819.11516233318,11332.4311214871,"2","Summer"
"47",40,"MN","monoI",4917.54236282657,1614.87109740705,127.621174559981,2567.71143881887,9417.81163940825,"2","Summer"
"48",80,"MN","monoI",5326.04184878735,1430.34651943331,78.2143540395153,3120.44382353412,9090.60480602095,"2","Summer"
"49",120,"MN","monoI",5768.47532337998,1894.30885604693,127.621174559982,3012.02898118706,11047.4724884867,"2","Summer"
"50",160,"MN","monoI",6247.66167775133,2896.85974034135,188.233390855649,2503.14527858895,15593.691749883,"2","Summer"
"51",0,"NY","monoI",3102.7694798506,1438.66435142719,188.233390855649,1243.1343094662,7744.27838858291,"2","Summer"
"52",40,"NY","monoI",3714.40277225896,1219.77225166429,127.621174559981,1939.48800549552,7113.62367441374,"2","Summer"
"53",80,"NY","monoI",4446.60424569233,1194.16728413229,78.2143540395157,2605.19521094478,7589.56146725132,"2","Summer"
"54",120,"NY","monoI",5323.14089657829,1748.06554448252,127.621174559983,2779.4960940842,10194.5920457859,"2","Summer"
"55",160,"NY","monoI",6372.46478928187,2954.72732698787,188.233390855651,2553.14803849726,15905.1908886559,"2","Summer"
"56",0,"WI","monoI",3792.36680487324,1758.41064995748,188.233390855649,1519.42365076261,9465.46121976634,"2","Summer"
"57",40,"WI","monoI",4524.79830175543,1485.89792885865,127.62117455998,2362.63879022697,8665.64942486732,"2","Summer"
"58",80,"WI","monoI",5398.68654875735,1449.85577128609,78.2143540395153,3163.00520678608,9214.59636904162,"2","Summer"
"59",120,"WI","monoI",6441.35152356926,2115.27457948153,127.621174559982,3363.37357993395,12336.1286465606,"2","Summer"
"60",160,"WI","monoI",7685.38959528979,3563.49251753708,188.233390855646,3079.17549925017,19182.1520263191,"2","Summer"
